"id","altura","peso","IMC","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"3241",3241,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3463.21,2,1
"3242",3242,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,2546.27,3,1
"3243",3243,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,2626.47,2,2
"3244",3244,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Sim",1,2736.85,3,2
"3245",3245,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,3562.85,3,0
"3246",3246,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3368.72,1,0
"3247",3247,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,2929.26,1,2
"3248",3248,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,2994.92,2,1
"3249",3249,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Sim",1,2801.02,2,1
"3250",3250,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,2856.99,2,1
"3251",3251,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Sim",1,2938.11,2,1
"3252",3252,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,3274.64,0,0
"3253",3253,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3390.38,1,0
"3254",3254,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,2257.29,2,2
"3255",3255,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Sim",1,3602.07,3,0
"3256",3256,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3795.95,1,0
"3257",3257,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,2292.92,0,0
"3258",3258,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,3389.78,3,1
"3259",3259,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,3806.86,2,2
"3260",3260,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2583.99,0,1
"3261",3261,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2667.04,2,0
"3262",3262,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Sim",1,3012.08,3,2
"3263",3263,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Não",0,2346.67,1,1
"3264",3264,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,3751.85,1,2
"3265",3265,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,2875.99,0,2
"3266",3266,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,3029.3,3,0
"3267",3267,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2735.53,2,1
"3268",3268,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Sim",1,3360.69,1,1
"3269",3269,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3152.94,3,0
"3270",3270,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Não",0,2785.64,1,1
"3271",3271,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,2780.32,0,2
"3272",3272,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3273.86,0,2
"3273",3273,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Sim",1,3096.94,0,1
"3274",3274,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Sim",1,3241,2,0
"3275",3275,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,3462.03,0,0
"3276",3276,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,3530.33,1,1
"3277",3277,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,2785.74,0,1
"3278",3278,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,3113.48,3,1
"3279",3279,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,4009.54,3,2
"3280",3280,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,2772.59,1,2
"3281",3281,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,2781.62,3,1
"3282",3282,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,2639.43,2,1
"3283",3283,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Sim",1,2348.38,1,1
"3284",3284,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3574.46,3,0
"3285",3285,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3201.74,0,0
"3286",3286,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,3222.56,1,0
"3287",3287,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,2590.05,3,1
"3288",3288,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,3246.1,0,1
"3289",3289,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Sim",1,3286.36,3,0
"3290",3290,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3110.8,3,2
"3291",3291,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,3358.06,0,2
"3292",3292,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,3531.71,3,2
"3293",3293,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Sim",1,3243.65,1,0
"3294",3294,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,2889.69,1,2
"3295",3295,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,2853.79,2,2
"3296",3296,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3357.69,3,1
"3297",3297,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,2785.3,2,1
"3298",3298,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,2997.18,1,0
"3299",3299,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,2731.89,1,1
"3300",3300,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,3034.21,3,1
"3301",3301,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,2988.03,2,0
"3302",3302,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3315.68,2,0
"3303",3303,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,3248.09,0,0
"3304",3304,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,3070.56,1,0
"3305",3305,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,2822.56,3,2
"3306",3306,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2909.01,1,0
"3307",3307,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,3628.23,1,2
"3308",3308,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Sim",1,3343.33,2,1
"3309",3309,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3057.48,0,1
"3310",3310,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,2671.68,1,2
"3311",3311,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,3016.14,1,1
"3312",3312,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,2878.81,0,2
"3313",3313,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,2573.97,2,2
"3314",3314,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,3303.28,0,1
"3315",3315,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,3567.28,0,2
"3316",3316,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,3238.67,2,1
"3317",3317,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,3040.86,2,0
"3318",3318,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2421.22,3,1
"3319",3319,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2731.04,0,2
"3320",3320,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,2568.83,1,2
"3321",3321,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,2640.59,3,1
"3322",3322,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Sim",1,2493.26,0,0
"3323",3323,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,2894.72,2,1
"3324",3324,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3451.8,2,0
"3325",3325,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,2576.56,0,0
"3326",3326,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,3282.27,2,2
"3327",3327,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3668.99,2,1
"3328",3328,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,3053.05,1,0
"3329",3329,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,2844.44,3,2
"3330",3330,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,2824.33,0,2
"3331",3331,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3224.72,0,2
"3332",3332,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Sim",1,2508.26,2,1
"3333",3333,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3139.84,2,2
"3334",3334,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Sim",1,2519.66,2,0
"3335",3335,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Sim",1,2830.06,0,1
"3336",3336,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,3580.14,3,0
"3337",3337,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3104.93,0,1
"3338",3338,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Sim",1,3438.71,3,0
"3339",3339,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Não",0,3125.27,1,1
"3340",3340,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Não",0,3337.83,1,0
"3341",3341,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2424.32,1,2
"3342",3342,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,2777.77,2,1
"3343",3343,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Sim",1,3271.63,1,0
"3344",3344,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,3378.88,2,2
"3345",3345,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3114.75,0,2
"3346",3346,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3247.56,1,2
"3347",3347,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Sim",1,2653.46,3,2
"3348",3348,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,3235.51,1,0
"3349",3349,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,3315.91,2,2
"3350",3350,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,2910.17,1,2
"3351",3351,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,3707.69,2,0
"3352",3352,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,2363.29,1,0
"3353",3353,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,3015.97,3,2
"3354",3354,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,3666.45,0,1
"3355",3355,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,3625.78,1,0
"3356",3356,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,3175.33,1,1
"3357",3357,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,3087.61,3,0
"3358",3358,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,2606.93,1,0
"3359",3359,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,2778.83,2,2
"3360",3360,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,2516.26,3,2
"3361",3361,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,2527.19,3,1
"3362",3362,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,3221.17,0,1
"3363",3363,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Não",0,3753.38,2,0
"3364",3364,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,2499.66,3,0
"3365",3365,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Sim",1,3035.39,2,2
"3366",3366,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Sim",1,2824.79,0,2
"3367",3367,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,2360.72,3,1
"3368",3368,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3392.56,0,2
"3369",3369,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3066.62,3,0
"3370",3370,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3040.76,2,1
"3371",3371,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Sim",1,2528.97,1,2
"3372",3372,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3593.77,0,2
"3373",3373,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3237.09,1,2
"3374",3374,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Sim",1,3118.76,1,1
"3375",3375,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,2718.6,0,2
"3376",3376,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,2839.06,3,0
"3377",3377,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,2538.24,0,2
"3378",3378,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3065.64,1,0
"3379",3379,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,2652.6,3,0
"3380",3380,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2507.99,2,1
"3381",3381,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,2998.01,2,2
"3382",3382,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,2613.34,3,1
"3383",3383,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,2290.38,3,0
"3384",3384,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Sim",1,2707.26,2,2
"3385",3385,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2894.76,2,0
"3386",3386,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Sim",1,2592.21,3,0
"3387",3387,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,3000.83,2,1
"3388",3388,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Sim",1,2655.58,2,2
"3389",3389,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3295.01,3,0
"3390",3390,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,2989.14,0,0
"3391",3391,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,2915.5,2,0
"3392",3392,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,2563.76,2,2
"3393",3393,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3320.03,2,1
"3394",3394,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2880.77,1,1
"3395",3395,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,3019.04,0,0
"3396",3396,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,3730.43,3,0
"3397",3397,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,3135.26,0,0
"3398",3398,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,3045.53,1,0
"3399",3399,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,3260.43,1,1
"3400",3400,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,2751.17,3,2
"3401",3401,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2781.27,2,2
"3402",3402,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3362.48,1,2
"3403",3403,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Sim",1,2534.57,2,1
"3404",3404,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,3099.17,1,2
"3405",3405,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3318.33,2,0
"3406",3406,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,2601.25,1,2
"3407",3407,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3523.24,1,0
"3408",3408,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,2637.35,2,1
"3409",3409,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Sim",1,2707.46,3,1
"3410",3410,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,2909.55,0,2
"3411",3411,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,2966.27,2,1
"3412",3412,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,2833.25,0,0
"3413",3413,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Sim",1,3196.2,0,2
"3414",3414,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,3102.67,1,0
"3415",3415,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,3159.92,0,2
"3416",3416,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3370.25,3,2
"3417",3417,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,3187.08,0,0
"3418",3418,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,2767.21,0,2
"3419",3419,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,3014.14,3,1
"3420",3420,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3070.5,2,1
"3421",3421,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,3296,2,2
"3422",3422,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3632.24,1,1
"3423",3423,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,3399.01,2,2
"3424",3424,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Sim",1,2800.43,2,2
"3425",3425,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3086.47,1,1
"3426",3426,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Sim",1,3095.62,3,0
"3427",3427,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2863.34,0,2
"3428",3428,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,3284.19,1,2
"3429",3429,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,3146.39,0,2
"3430",3430,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,2599.65,1,0
"3431",3431,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3220.2,0,2
"3432",3432,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3157.98,0,2
"3433",3433,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2755.95,0,1
"3434",3434,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Sim",1,2971.16,2,2
"3435",3435,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Sim",1,2990.6,1,1
"3436",3436,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,3103.15,2,0
"3437",3437,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Sim",1,2936.97,0,1
"3438",3438,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3056.27,1,2
"3439",3439,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Sim",1,2543.57,3,1
"3440",3440,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,3372.13,3,1
"3441",3441,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Sim",1,2869.09,1,1
"3442",3442,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,3394.98,2,2
"3443",3443,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,2995.24,2,2
"3444",3444,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Sim",1,3630.27,0,1
"3445",3445,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,3445.36,1,0
"3446",3446,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,2940.46,2,1
"3447",3447,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,3165.15,2,1
"3448",3448,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Sim",1,2466.34,2,2
"3449",3449,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,3515.72,3,2
"3450",3450,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,2876.2,3,2
"3451",3451,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2966.61,1,2
"3452",3452,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3509.37,3,2
"3453",3453,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,2970.45,2,0
"3454",3454,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2975.6,0,0
"3455",3455,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3618.63,1,0
"3456",3456,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3279.65,3,2
"3457",3457,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2837.67,2,0
"3458",3458,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,3129.14,3,2
"3459",3459,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3302.45,3,2
"3460",3460,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3309.99,0,0
"3461",3461,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Sim",1,3414.18,1,2
"3462",3462,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Sim",1,2233.35,2,0
"3463",3463,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,3205.62,3,0
"3464",3464,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,3137.18,0,0
"3465",3465,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,3003.95,2,0
"3466",3466,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2569.02,0,2
"3467",3467,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,3484.28,1,1
"3468",3468,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,3561.22,0,2
"3469",3469,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,3732.01,1,2
"3470",3470,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,2686.33,3,1
"3471",3471,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,2425.22,2,2
"3472",3472,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Sim",1,3372.34,3,2
"3473",3473,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,3375.95,3,2
"3474",3474,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Sim",1,2423.22,0,1
"3475",3475,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,3299.61,2,0
"3476",3476,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2797.76,0,0
"3477",3477,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,3597.85,3,2
"3478",3478,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Sim",1,3249.11,2,1
"3479",3479,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Sim",1,2949.43,2,1
"3480",3480,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3428.41,2,0
"3481",3481,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Sim",1,2972.64,3,2
"3482",3482,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,2552.9,2,1
"3483",3483,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,3267.98,1,2
"3484",3484,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2707.86,3,1
"3485",3485,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,2888.82,0,0
"3486",3486,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,2728.92,1,2
"3487",3487,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,2967.21,1,2
"3488",3488,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Sim",1,3106.72,3,2
"3489",3489,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,2969.55,1,0
"3490",3490,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3636.62,2,2
"3491",3491,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2655.63,1,1
"3492",3492,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3323.75,3,0
"3493",3493,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,3556.02,3,1
"3494",3494,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,2275.61,3,0
"3495",3495,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,2751.08,0,1
"3496",3496,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,2300,2,1
"3497",3497,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,3962.28,3,0
"3498",3498,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,2684.76,2,0
"3499",3499,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Sim",1,2812.3,0,1
"3500",3500,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Sim",1,3059.62,2,1
"3501",3501,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,2681.15,1,1
"3502",3502,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,2696.62,0,1
"3503",3503,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2580.88,3,1
"3504",3504,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Sim",1,3379.98,1,1
"3505",3505,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,3172.55,0,0
"3506",3506,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,2449.65,3,1
"3507",3507,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,3748.01,2,1
"3508",3508,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,3327.14,0,1
"3509",3509,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,2546.83,2,1
"3510",3510,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3103.72,2,2
"3511",3511,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Sim",1,3576.6,3,1
"3512",3512,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3822.99,0,2
"3513",3513,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Sim",1,2869.22,3,1
"3514",3514,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,2948.36,1,0
"3515",3515,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,3536.99,1,2
"3516",3516,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,3046.38,0,0
"3517",3517,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,3133.09,0,2
"3518",3518,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Sim",1,2752.5,0,2
"3519",3519,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3905.25,0,2
"3520",3520,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3181.44,2,1
